"ITTER107,""Territory"",""TIPO_DATO14"",""Data type"",""TIPO_ATTIVITASAN"",""Type of clinical specialty"",""TIME"",""Select time"",""Value"",""Flag Codes"",""Flags"""
"ITF2,""Molise"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",295260,,"
"ITF2,""Molise"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",150,,"
"ITF2,""Molise"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",35926,,"
"ITF2,""Molise"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.41,,"
"ITF2,""Molise"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.48,,"
"ITF2,""Molise"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",12106,,"
"ITF2,""Molise"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",39.12,,"
"ITF2,""Molise"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",868,,"
"ITF2,""Molise"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",246335,,"
"ITF2,""Molise"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.06,,"
"ITF2,""Molise"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.8,,"
"ITF2,""Molise"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",42,,"
"ITF2,""Molise"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",5583,,"
"ITF2,""Molise"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",21.23,,"
"ITF2,""Molise"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.14,,"
"ITF2,""Molise"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",146,,"
"ITF2,""Molise"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",43342,,"
"ITF2,""Molise"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",29.52,,"
"ITF2,""Molise"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.47,,"
"ITF3,""Campania"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",15372,,"
"ITF3,""Campania"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",4074862,,"
"ITF3,""Campania"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",2662,,"
"ITF3,""Campania"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",1008002,,"
"ITF3,""Campania"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.64,,"
"ITF3,""Campania"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.46,,"
"ITF3,""Campania"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",295291,,"
"ITF3,""Campania"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",50.62,,"
"ITF3,""Campania"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",13512,,"
"ITF3,""Campania"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",3473364,,"
"ITF3,""Campania"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.42,,"
"ITF3,""Campania"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.32,,"
"ITF3,""Campania"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",577,,"
"ITF3,""Campania"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",179462,,"
"ITF3,""Campania"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",35.96,,"
"ITF3,""Campania"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.1,,"
"ITF3,""Campania"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",1283,,"
"ITF3,""Campania"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",422036,,"
"ITF3,""Campania"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",33.07,,"
"ITF3,""Campania"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.22,,"
"ITF4,""Puglia"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",11646,,"
"ITF4,""Puglia"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",3292515,,"
"ITF4,""Puglia"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",887,,"
"ITF4,""Puglia"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",118226,,"
"ITF4,""Puglia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.87,,"
"ITF4,""Puglia"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.22,,"
"ITF4,""Puglia"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",48368,,"
"ITF4,""Puglia"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",11.92,,"
"ITF4,""Puglia"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",10287,,"
"ITF4,""Puglia"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",2897617,,"
"ITF4,""Puglia"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.72,,"
"ITF4,""Puglia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.54,,"
"ITF4,""Puglia"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",178,,"
"ITF4,""Puglia"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",30501,,"
"ITF4,""Puglia"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",18.1,,"
"ITF4,""Puglia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.04,,"
"ITF4,""Puglia"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",1181,,"
"ITF4,""Puglia"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",364397,,"
"ITF4,""Puglia"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",26.83,,"
"ITF4,""Puglia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.29,,"
"ITF5,""Basilicata"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",1684,,"
"ITF5,""Basilicata"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",453555,,"
"ITF5,""Basilicata"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",230,,"
"ITF5,""Basilicata"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",57172,,"
"ITF5,""Basilicata"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.96,,"
"ITF5,""Basilicata"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.4,,"
"ITF5,""Basilicata"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",15702,,"
"ITF5,""Basilicata"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",27.61,,"
"ITF5,""Basilicata"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",1370,,"
"ITF5,""Basilicata"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",368004,,"
"ITF5,""Basilicata"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.84,,"
"ITF5,""Basilicata"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.41,,"
"ITF5,""Basilicata"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",151,,"
"ITF5,""Basilicata"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",15611,,"
"ITF5,""Basilicata"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",33.79,,"
"ITF5,""Basilicata"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.27,,"
"ITF5,""Basilicata"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",163,,"
"ITF5,""Basilicata"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",69940,,"
"ITF5,""Basilicata"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",32.82,,"
"ITF5,""Basilicata"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.29,,"
"ITF6,""Calabria"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",4888,,"
"ITF6,""Calabria"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",1239303,,"
"ITF6,""Calabria"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",827,,"
"ITF6,""Calabria"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",155160,,"
"ITF6,""Calabria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.49,,"
"ITF6,""Calabria"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.42,,"
"ITF6,""Calabria"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",45126,,"
"ITF6,""Calabria"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",23.01,,"
"ITF6,""Calabria"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",3968,,"
"ITF6,""Calabria"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",1022844,,"
"ITF6,""Calabria"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.77,,"
"ITF6,""Calabria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.02,,"
"ITF6,""Calabria"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",225,,"
"ITF6,""Calabria"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",56607,,"
"ITF6,""Calabria"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",30.29,,"
"ITF6,""Calabria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.11,,"
"ITF6,""Calabria"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",695,,"
"ITF6,""Calabria"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",159852,,"
"ITF6,""Calabria"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",25.25,,"
"ITF6,""Calabria"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.35,,"
"ITG,""Isole"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",18939,,"
"ITG,""Isole"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",5076657,,"
"ITG,""Isole"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",2697,,"
"ITG,""Isole"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",538872,,"
"ITG,""Isole"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.83,,"
"ITG,""Isole"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.4,,"
"ITG,""Isole"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",179423,,"
"ITG,""Isole"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",26.8,,"
"ITG,""Isole"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",16733,,"
"ITG,""Isole"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",4379187,,"
"ITG,""Isole"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.13,,"
"ITG,""Isole"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.5,,"
"ITG,""Isole"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",540,,"
"ITG,""Isole"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",137767,,"
"ITG,""Isole"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",23.92,,"
"ITG,""Isole"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.08,,"
"ITG,""Isole"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",1666,,"
"ITG,""Isole"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",559703,,"
"ITG,""Isole"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",30.07,,"
"ITG,""Isole"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.25,,"
"ITG1,""Sicilia"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",13916,,"
"ITG1,""Sicilia"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",3808309,,"
"ITG1,""Sicilia"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",1986,,"
"ITG1,""Sicilia"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",331220,,"
"ITG1,""Sicilia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",2.76,,"
"ITG1,""Sicilia"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.39,,"
"ITG1,""Sicilia"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",110616,,"
"ITG1,""Sicilia"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",21.94,,"
"ITG1,""Sicilia"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",12059,,"
"ITG1,""Sicilia"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",3214226,,"
"ITG1,""Sicilia"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",7.24,,"
"ITG1,""Sicilia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.39,,"
"ITG1,""Sicilia"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",369,,"
"ITG1,""Sicilia"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",93354,,"
"ITG1,""Sicilia"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",23.64,,"
"ITG1,""Sicilia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.07,,"
"ITG1,""Sicilia"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",1488,,"
"ITG1,""Sicilia"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",500729,,"
"ITG1,""Sicilia"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",31.19,,"
"ITG1,""Sicilia"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.3,,"
"ITG2,""Sardegna"",""19"",""inpatient hospital beds"",""99"",""total"",""2017"",""2017"",5023,,"
"ITG2,""Sardegna"",""25"",""inpatient beddays in hospital"",""99"",""total"",""2017"",""2017"",1268348,,"
"ITG2,""Sardegna"",""28"",""day hospital beds"",""99"",""total"",""2017"",""2017"",711,,"
"ITG2,""Sardegna"",""30"",""day hospital beddays"",""99"",""total"",""2017"",""2017"",207652,,"
"ITG2,""Sardegna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",3.04,,"
"ITG2,""Sardegna"",""115"",""day cases  beds per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",0.43,,"
"ITG2,""Sardegna"",""118"",""day hospital discharges"",""99"",""total"",""2017"",""2017"",68807,,"
"ITG2,""Sardegna"",""119"",""day hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",41.65,,"
"ITG2,""Sardegna"",""19"",""inpatient hospital beds"",""12"",""acute care"",""2017"",""2017"",4674,,"
"ITG2,""Sardegna"",""25"",""inpatient beddays in hospital"",""12"",""acute care"",""2017"",""2017"",1164961,,"
"ITG2,""Sardegna"",""27"",""average lenght of stay in hospital (inpatient)"",""12"",""acute care"",""2017"",""2017"",6.84,,"
"ITG2,""Sardegna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",2.83,,"
"ITG2,""Sardegna"",""19"",""inpatient hospital beds"",""13"",""long term care"",""2017"",""2017"",171,,"
"ITG2,""Sardegna"",""25"",""inpatient beddays in hospital"",""13"",""long term care"",""2017"",""2017"",44413,,"
"ITG2,""Sardegna"",""27"",""average lenght of stay in hospital (inpatient)"",""13"",""long term care"",""2017"",""2017"",24.54,,"
"ITG2,""Sardegna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",0.1,,"
"ITG2,""Sardegna"",""19"",""inpatient hospital beds"",""14"",""rehabilitation"",""2017"",""2017"",178,,"
"ITG2,""Sardegna"",""25"",""inpatient beddays in hospital"",""14"",""rehabilitation"",""2017"",""2017"",58974,,"
"ITG2,""Sardegna"",""27"",""average lenght of stay in hospital (inpatient)"",""14"",""rehabilitation"",""2017"",""2017"",23.05,,"
"ITG2,""Sardegna"",""111"",""inpatient hospital beds per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",0.11,,"
"IT,""Italy"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.13,,"
"ITCD,""Nord"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.46,,"
"ITC,""Nord-ovest"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.63,,"
"ITC1,""Piemonte"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",9.11,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.21,,"
"ITC3,""Liguria"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.59,,"
"ITC4,""Lombardia"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.46,,"
"ITD,""Nord-est"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.23,,"
"ITDA,""Trentino Alto Adige / Südtirol"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.87,,"
"ITD1,""Provincia Autonoma Bolzano / Bozen"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.07,,"
"ITD2,""Provincia Autonoma Trento"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",9.79,,"
"ITD3,""Veneto"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.72,,"
"ITD4,""Friuli-Venezia Giulia"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.76,,"
"ITD5,""Emilia-Romagna"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.77,,"
"ITE,""Centro (I)"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.1,,"
"ITE1,""Toscana"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.04,,"
"ITE2,""Umbria"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.36,,"
"ITE3,""Marche"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.31,,"
"ITE4,""Lazio"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.91,,"
"ITFG,""Mezzogiorno"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.63,,"
"ITF,""Sud"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.49,,"
"ITF1,""Abruzzo"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.9,,"
"ITF2,""Molise"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.06,,"
"ITF3,""Campania"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.29,,"
"ITF4,""Puglia"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.38,,"
"ITF5,""Basilicata"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.04,,"
"ITF6,""Calabria"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.78,,"
"ITG,""Isole"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.95,,"
"ITG1,""Sicilia"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",8.21,,"
"ITG2,""Sardegna"",""27"",""average lenght of stay in hospital (inpatient)"",""99"",""total"",""2017"",""2017"",7.26,,"
"IT,""Italy"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",6604955,,"
"IT,""Italy"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",109.1,,"
"IT,""Italy"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",6191117,,"
"IT,""Italy"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",102.27,,"
"IT,""Italy"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",97986,,"
"IT,""Italy"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.62,,"
"IT,""Italy"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",315852,,"
"IT,""Italy"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",5.22,,"
"ITCD,""Nord"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",3281871,,"
"ITCD,""Nord"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",118.31,,"
"ITCD,""Nord"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",3012258,,"
"ITCD,""Nord"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",108.59,,"
"ITCD,""Nord"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",65011,,"
"ITCD,""Nord"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",2.34,,"
"ITCD,""Nord"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",204602,,"
"ITCD,""Nord"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",7.38,,"
"ITC,""Nord-ovest"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",1861907,,"
"ITC,""Nord-ovest"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",115.65,,"
"ITC,""Nord-ovest"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",1700118,,"
"ITC,""Nord-ovest"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",105.6,,"
"ITC,""Nord-ovest"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",18436,,"
"ITC,""Nord-ovest"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.15,,"
"ITC,""Nord-ovest"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",143353,,"
"ITC,""Nord-ovest"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",8.9,,"
"ITC1,""Piemonte"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",470198,,"
"ITC1,""Piemonte"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",107.25,,"
"ITC1,""Piemonte"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",424904,,"
"ITC1,""Piemonte"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",96.92,,"
"ITC1,""Piemonte"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",8891,,"
"ITC1,""Piemonte"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",2.03,,"
"ITC1,""Piemonte"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",36403,,"
"ITC1,""Piemonte"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""14"",""rehabilitation"",""2017"",""2017"",8.3,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""122"",""inpatient hospital discharges"",""99"",""total"",""2017"",""2017"",15308,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""99"",""total"",""2017"",""2017"",120.97,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""122"",""inpatient hospital discharges"",""12"",""acute care"",""2017"",""2017"",14080,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""12"",""acute care"",""2017"",""2017"",111.27,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""122"",""inpatient hospital discharges"",""13"",""long term care"",""2017"",""2017"",215,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""123"",""inpatient hospital discharges per 1,000 inhabitants"",""13"",""long term care"",""2017"",""2017"",1.7,,"
"ITC2,""Valle d'Aosta / Vallée d'Aoste"",""122"",""inpatient hospital discharges"",""14"",""rehabilitation"",""2017"",""2017"",1013,,"
